element_type,osmid,geometry
way,145774474,"POLYGON ((0.0560839 51.3345061, 0.0559814 51.3345584, 0.0559499 51.3345344, 0.0558724 51.3345739, 0.0559029 51.3345972, 0.0558561 51.3346211, 0.0558233 51.334596, 0.0558339 51.3345906, 0.0557348 51.3345148, 0.0557917 51.3344858, 0.0557523 51.3344557, 0.0556973 51.3344838, 0.0556668 51.3344604, 0.0558274 51.3343785, 0.0559199 51.3344492, 0.0559023 51.3344582, 0.0559385 51.3344859, 0.0559503 51.3344799, 0.0559875 51.3345084, 0.0560564 51.3344733, 0.0560462 51.3344655, 0.0560679 51.3344544, 0.0560325 51.3344274, 0.056018 51.3344348, 0.0558401 51.3342988, 0.0555383 51.3344528, 0.0558048 51.3346566, 0.055862 51.3346274, 0.0559409 51.3346878, 0.0561492 51.3345815, 0.0561084 51.3345503, 0.0561283 51.3345401, 0.0560839 51.3345061))"
way,146130119,"POLYGON ((-0.1594394 51.5019085, -0.1601687 51.5017253, -0.1601795 51.5017198, -0.1601868 51.5017108, -0.1601899 51.5016986, -0.1601876 51.5016851, -0.1600662 51.5013367, -0.1598217 51.501367, -0.1596203 51.5013952, -0.1596121 51.5013655, -0.159488 51.5013772, -0.1594833 51.5013666, -0.1592436 51.5013913, -0.1594394 51.5019085))"
way,148054007,"POLYGON ((-0.4799473 51.4899903, -0.4800309 51.4896894, -0.4800924 51.4894683, -0.4799331 51.4894511, -0.4798047 51.4899127, -0.4797879 51.4899731, -0.4799473 51.4899903))"
way,149637725,"POLYGON ((-0.0131111 51.5384294, -0.0129716 51.5384728, -0.0128026 51.5384511, -0.0127516 51.538371, -0.012749 51.5383293, -0.0127087 51.5382642, -0.0127221 51.5381908, -0.012875 51.5381925, -0.0129957 51.5382025, -0.0130225 51.5381491, -0.0131808 51.5380974, -0.0133015 51.5381458, -0.0133015 51.5382442, -0.0132318 51.5382876, -0.0132613 51.5383393, -0.0132505 51.538381, -0.0132076 51.538391, -0.0131432 51.5383927, -0.0131111 51.5384294))"
way,155343100,"POLYGON ((-0.1066896 51.5228077, -0.1066312 51.5228504, -0.1066027 51.5228364, -0.1065233 51.5227986, -0.1065834 51.522758, -0.1066896 51.5228077))"
way,156819598,"POLYGON ((-0.0075002 51.5272526, -0.0074396 51.5272605, -0.0074267 51.5272259, -0.0070311 51.5272755, -0.0069821 51.5271269, -0.0073126 51.5270813, -0.0073541 51.5270763, -0.0074355 51.5270674, -0.0074778 51.5272181, -0.0074895 51.5272202, -0.0075002 51.5272526))"
way,156819613,"POLYGON ((-0.0080358 51.5274799, -0.0079428 51.5274849, -0.0076777 51.5274988, -0.0076737 51.5274578, -0.0076656 51.5273583, -0.007665 51.5273502, -0.0076878 51.5273494, -0.0080197 51.5273374, -0.0080251 51.5273973, -0.0080358 51.5274799))"
way,158347149,"POLYGON ((-0.0609991 51.6760528, -0.0610094 51.6760304, -0.0611586 51.6757079, -0.0612713 51.6755805, -0.0614282 51.6752731, -0.0615449 51.6749525, -0.0616468 51.6749764, -0.0618472 51.6748859, -0.0622303 51.674424, -0.0628053 51.67472, -0.0632961 51.6748858, -0.0633789 51.674474, -0.0624801 51.6741997, -0.0613438 51.6736761, -0.0604732 51.6733304, -0.06004 51.6732804, -0.0600382 51.6733341, -0.0600445 51.6734925, -0.0599923 51.673816, -0.0599594 51.6739856, -0.0599708 51.6741491, -0.0598617 51.6745546, -0.0594461 51.6757673, -0.0609991 51.6760528))"
way,163695685,"POLYGON ((-0.1481132 51.5420915, -0.1483861 51.5421741, -0.1485804 51.5422342, -0.1487229 51.5422768, -0.1489431 51.5423412, -0.1489672 51.5423779, -0.1492401 51.5424442, -0.1492689 51.5424425, -0.1493679 51.5424713, -0.1494036 51.5424814, -0.1493816 51.5425172, -0.1493427 51.542508, -0.149281 51.5426052, -0.1492314 51.5426724, -0.1491817 51.5427452, -0.1491078 51.5428511, -0.1491041 51.5428529, -0.1490983 51.5428536, -0.1489843 51.5428299, -0.1488824 51.5428085, -0.1488388 51.5427982, -0.1484483 51.5427182, -0.1482692 51.5426845, -0.1481314 51.5426532, -0.1479817 51.5426147, -0.1479686 51.542611, -0.1477038 51.5425259, -0.1472715 51.5423838, -0.1472612 51.542381, -0.1472303 51.5423707, -0.1471883 51.5423581, -0.1471781 51.5423544, -0.1468876 51.5422436, -0.1467638 51.5421932, -0.1466254 51.5421341, -0.1465294 51.5420906, -0.1464405 51.5420461, -0.1463299 51.5419903, -0.1461751 51.541897, -0.1460757 51.5418353, -0.1461455 51.5418303, -0.1462437 51.5418281, -0.1464392 51.5418289, -0.1467034 51.5418369, -0.1469576 51.5418608, -0.1472114 51.5418922, -0.1474128 51.5419244, -0.1474146 51.5419131, -0.1475657 51.5419419, -0.1477384 51.541983, -0.1479363 51.542038, -0.1481132 51.5420915))"
way,165847989,"POLYGON ((-0.1361021 51.498461, -0.1359455 51.4984585, -0.1359512 51.4983216, -0.1361077 51.4983241, -0.1361021 51.498461))"
way,173544229,"POLYGON ((-0.1238516 51.5113633, -0.1240339 51.5115226, -0.1239953 51.5115397, -0.1240292 51.5115694, -0.1239494 51.5116047, -0.1239155 51.5115751, -0.1236212 51.5117053, -0.1235268 51.5117473, -0.1233445 51.511588, -0.1234456 51.5115432, -0.1237347 51.5114151, -0.1236989 51.5113838, -0.1237819 51.511347, -0.1238177 51.5113783, -0.1238516 51.5113633))"
way,174444751,"POLYGON ((-0.1552139 51.4865141, -0.1566602 51.4855603, -0.1559952 51.4851693, -0.1558503 51.4852648, -0.1556751 51.4851618, -0.1547489 51.4857726, -0.1546258 51.4857002, -0.1542506 51.4859477, -0.1552139 51.4865141))"
way,174444765,"POLYGON ((-0.1520042 51.4904607, -0.1519043 51.4904772, -0.1518942 51.4904494, -0.1516447 51.4904948, -0.1516635 51.4905433, -0.1515816 51.490565, -0.1515244 51.4904897, -0.1515206 51.4904797, -0.1514914 51.4903998, -0.1515853 51.490384, -0.1515696 51.4903522, -0.1518144 51.490309, -0.1518011 51.4902749, -0.1518968 51.4902593, -0.1519257 51.490322, -0.1519364 51.4903207, -0.1519686 51.4904005, -0.1519793 51.490398, -0.1519906 51.4904269, -0.1520042 51.4904607))"
way,174458597,"LINESTRING (-0.1748042 51.51838, -0.1746397 51.5184092)"
way,181939036,"POLYGON ((-0.117395 51.5149539, -0.1173786 51.5149324, -0.1172914 51.5149069, -0.1172589 51.5149483, -0.1172859 51.5149904, -0.117395 51.5149539))"
way,193151123,"POLYGON ((-0.0459285 51.5337135, -0.0459954 51.5336312, -0.0458632 51.5335896, -0.0457963 51.5336719, -0.0459285 51.5337135))"
way,201507862,"POLYGON ((-0.1558422 51.5363011, -0.1554693 51.5364479, -0.1549302 51.5365163, -0.1548256 51.536196, -0.1552521 51.5361309, -0.1552816 51.536271, -0.1554264 51.5362543, -0.155362 51.5361893, -0.1554962 51.5361309, -0.155641 51.536266, -0.1557617 51.5362143, -0.1558239 51.5362813, -0.1558422 51.5363011))"
way,216998718,"LINESTRING (-0.1219807 51.5008555, -0.1199754 51.5008008)"
way,216999359,"POLYGON ((-0.1235693 51.5010116, -0.1200623 51.5009171, -0.1199765 51.5009148, -0.119975 51.5008898, -0.119974 51.5008684, -0.1199734 51.5008536, -0.1199754 51.5008008, -0.1199887 51.5007274, -0.1199963 51.5006943, -0.1200096 51.5006761, -0.1235875 51.5007807, -0.123586 51.5007995, -0.1235845 51.5008171, -0.1235815 51.5008307, -0.1235808 51.5008438, -0.12358 51.5008849, -0.1235775 51.5009134, -0.1235729 51.5009674, -0.123572 51.5009783, -0.123571 51.5009906, -0.1235693 51.5010116))"
way,218344453,"POLYGON ((-0.1239241 51.5321786, -0.1239097 51.5321766, -0.1239033 51.5321949, -0.1239177 51.5321968, -0.1239241 51.5321786))"
way,223926841,"POLYGON ((-0.1602862 51.5119127, -0.1599644 51.5117926, -0.159664 51.5116423, -0.1595969 51.5116991, -0.1599121 51.5118423, -0.1602578 51.5119765, -0.1605518 51.5120663, -0.1602862 51.5119127))"
way,224007089,"POLYGON ((0.0848772 51.5423887, 0.0849952 51.5424754, 0.0811156 51.5443907, 0.0809158 51.5443383, 0.0848772 51.5423887))"
way,229927367,"POLYGON ((-0.0209489 51.4781388, -0.0209709 51.478007, -0.0209817 51.4779216, -0.020988 51.4777908, -0.0204579 51.4778379, -0.0202807 51.4777991, -0.0199214 51.4778405, -0.0198372 51.477871, -0.0195513 51.4779292, -0.0195446 51.4779998, -0.0198126 51.4780425, -0.0209489 51.4781388))"
way,268533443,"POLYGON ((-0.0018087 51.4780507, -0.0017416 51.4780594, -0.0017542 51.4780969, -0.0017564 51.4781037, -0.0018235 51.478095, -0.0018209 51.4780873, -0.0018101 51.4780551, -0.0018087 51.4780507))"
way,268533450,"LINESTRING (-0.0014742 51.4778629, -0.0014751 51.4780228)"
way,276026066,"POLYGON ((-0.0129268 51.5387113, -0.012942 51.5386586, -0.0128818 51.5386459, -0.0128356 51.5386302, -0.0127944 51.5386138, -0.0127543 51.5385896, -0.0127178 51.5385576, -0.0126866 51.5385196, -0.0126829 51.538515, -0.0126618 51.5384734, -0.0126531 51.5384276, -0.0126643 51.5383889, -0.0126825 51.5383463, -0.0126506 51.5383398, -0.0126427 51.5383545, -0.0126125 51.5383483, -0.0125793 51.5383415, -0.0125871 51.538326, -0.0125319 51.5383113, -0.0125804 51.5382001, -0.0125962 51.5381667, -0.0131572 51.5380659, -0.0132286 51.5380802, -0.0133052 51.5380949, -0.0135729 51.5381479, -0.0134111 51.5384645, -0.0133663 51.5386836, -0.0133614 51.5387462, -0.0131836 51.5387523, -0.0131362 51.538759, -0.0130908 51.5387654, -0.01305 51.5387664, -0.0130155 51.5387671, -0.0129648 51.5387647, -0.0129121 51.5387621, -0.0129268 51.5387113))"
way,277026732,"POLYGON ((-0.021353 51.4870316, -0.020818 51.4875721, -0.0207454 51.4876053, -0.0205519 51.4878824, -0.0205295 51.4879145, -0.020506 51.4879481, -0.0204823 51.487982, -0.0206302 51.4880214, -0.0206149 51.4880428, -0.0205994 51.4880643, -0.0205841 51.4880856, -0.0205678 51.4881083, -0.0205869 51.4881118, -0.020602 51.4881146, -0.0206263 51.4880957, -0.0206508 51.4880766, -0.0206761 51.4880569, -0.0207004 51.488038, -0.0207166 51.4880254, -0.0207325 51.4880131, -0.0207503 51.4879992, -0.0211531 51.4876856, -0.0211754 51.4876683, -0.0218018 51.4872366, -0.021353 51.4870316))"
way,289643428,"POLYGON ((-0.1349417 51.510326, -0.1347569 51.5102765, -0.1345946 51.5102331, -0.1345476 51.5102238, -0.1344959 51.5102229, -0.1344515 51.510228, -0.1344072 51.510243, -0.1343804 51.5102648, -0.1343549 51.5102995, -0.1345284 51.5102467, -0.1349417 51.510326))"
way,297331784,"POLYGON ((-0.1203469 51.5085226, -0.1203194 51.5085104, -0.1203394 51.5084929, -0.1203669 51.508505, -0.1203469 51.5085226))"
way,308408615,"LINESTRING (-0.1719804 51.5187406, -0.1717815 51.5186119)"
way,313485313,"POLYGON ((-0.1582418 51.4793443, -0.1582537 51.4793262, -0.158255 51.4793067, -0.1582455 51.4792881, -0.1582264 51.4792727, -0.1581877 51.4792598, -0.1581565 51.4792583, -0.1581263 51.4792636, -0.1580949 51.4792793, -0.15808 51.4792965, -0.1580754 51.4793158, -0.1580817 51.4793349, -0.158093 51.4793476, -0.1581157 51.479361, -0.1581444 51.4793688, -0.1581756 51.4793701, -0.1582057 51.4793645, -0.1582309 51.479353, -0.1582418 51.4793443))"
way,314257065,"POLYGON ((-0.1128399 51.519312, -0.1126854 51.5193463, -0.1126814 51.5193583, -0.1126348 51.5193685, -0.112617 51.5193615, -0.112605 51.5193642, -0.1125442 51.5192582, -0.1125562 51.5192555, -0.1125604 51.519242, -0.1126063 51.5192312, -0.1126246 51.5192403, -0.1127792 51.519206, -0.112769 51.5191883, -0.112799 51.5191816, -0.112828 51.5191752, -0.1128379 51.5191925, -0.1128512 51.5191896, -0.1129122 51.5192959, -0.1128989 51.5192989, -0.1129128 51.5193231, -0.1128538 51.5193362, -0.1128399 51.519312))"
way,314262879,"POLYGON ((-0.1122938 51.5194333, -0.1121647 51.519462, -0.1121579 51.519464, -0.1122518 51.5196401, -0.1125656 51.5202181, -0.1126219 51.5202929, -0.1128163 51.5202521, -0.1129794 51.5202209, -0.113595 51.5201208, -0.1135409 51.5200004, -0.1133784 51.5200337, -0.1127572 51.5201374, -0.1126678 51.5201521, -0.1126603 51.5201377, -0.1123878 51.519614, -0.1122938 51.5194333))"
way,332328663,"POLYGON ((-0.2048296 51.5033642, -0.2046947 51.5034096, -0.2045207 51.503414, -0.2043534 51.5033839, -0.20421 51.5033223, -0.2041053 51.5032356, -0.20405 51.5031328, -0.2040499 51.5030244, -0.2041049 51.5029215, -0.2041602 51.5028685, -0.2042345 51.5028206, -0.2043225 51.5027827, -0.2044112 51.5027582, -0.2044925 51.5027453, -0.2045621 51.5027405, -0.2046197 51.5027408, -0.2046969 51.5027473, -0.2047718 51.5027606, -0.2048429 51.5027804, -0.2049088 51.5028063, -0.2049974 51.5028575, -0.2050657 51.5029196, -0.2050647 51.5029786, -0.2048296 51.5033642))"
way,338436000,"POLYGON ((0.233797 51.6272784, 0.2330315 51.6263546, 0.2374512 51.6242216, 0.2378856 51.6246076, 0.2382965 51.6250097, 0.2385602 51.6254066, 0.2387801 51.6258307, 0.2384211 51.6258864, 0.236565 51.6264925, 0.2348269 51.6270186, 0.233797 51.6272784))"
way,340069323,"POLYGON ((-0.1950843 51.4531776, -0.195103 51.4529977, -0.1951053 51.4529682, -0.1951001 51.4528135, -0.1947895 51.4528054, -0.1939372 51.4528235, -0.1938173 51.4529054, -0.1939061 51.4529978, -0.1940559 51.4531653, -0.1940725 51.4532197, -0.1940863 51.4532328, -0.1950243 51.4531883, -0.195069 51.453197, -0.1950843 51.4531776))"
way,349836767,"LINESTRING (-0.0014678 51.4767431, -0.0014682 51.4769037)"
way,349836770,"LINESTRING (-0.0014584 51.4817372, -0.00146 51.4816369)"
way,349937184,"LINESTRING (-0.1336865 51.5057129, -0.1332708 51.5058624, -0.1319233 51.5063357, -0.1316971 51.5064143, -0.1311678 51.5066075, -0.1306578 51.5067936, -0.1306065 51.5068123, -0.1302975 51.5069251, -0.1299459 51.5070539)"
way,361315711,"POLYGON ((-0.0030252 51.5185452, -0.0046739 51.5196336, -0.0044249 51.5199628, -0.0043794 51.5199352, -0.0043669 51.5199266, -0.0042193 51.5198295, -0.0026638 51.5187988, -0.0025975 51.5187575, -0.0018551 51.5191975, -0.0017656 51.5191499, -0.0017212 51.5191244, -0.0017385 51.5191135, -0.0024407 51.5186761, -0.0024489 51.518671, -0.002317 51.5185779, -0.0021138 51.5182778, -0.0018862 51.518148, -0.0019376 51.5180839, -0.0022696 51.5183057, -0.0024032 51.5182343, -0.0024135 51.5182228, -0.002427 51.5182147, -0.0024506 51.5182044, -0.0024734 51.5182004, -0.0027597 51.5181984, -0.0027491 51.5182214, -0.0027421 51.5182368, -0.0027368 51.5182482, -0.0027271 51.5182679, -0.0026889 51.518345, -0.0028542 51.5184532, -0.0028711 51.5184643, -0.0028941 51.5184803, -0.0029158 51.5184972, -0.0029817 51.5185178, -0.0030252 51.5185452))"
